time,'Heater 1: T (C)', 'Heater 2: T (C)', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)',,,,,,,,,,,,,
56:09.8,25.62,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
56:10.3,25.63,25.57,25.54,25.49,25.35,25.43,,,,,,,,,,,,,
56:10.9,25.63,25.57,25.54,25.49,25.35,25.43,,,,,,,,,,,,,
56:11.4,25.62,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
56:11.9,25.62,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
56:12.4,25.62,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
56:12.9,25.62,25.57,25.54,25.5,25.36,25.43,,,,,,,,,,,,,
56:13.4,25.62,25.57,25.54,25.5,25.36,25.43,,,,,,,,,,,,,
56:13.9,25.62,25.57,25.54,25.5,25.36,25.43,,,,,,,,,,,,,
56:14.4,25.62,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
56:14.9,25.62,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
56:15.4,25.62,25.57,25.54,25.49,25.37,25.43,,,,,,,,,,,,,
56:16.0,25.62,25.57,25.54,25.49,25.37,25.43,,,,,,,,,,,,,
56:16.5,25.62,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
56:16.9,25.62,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
56:17.5,25.62,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
56:18.0,25.62,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
56:18.5,25.62,25.57,25.54,25.48,25.36,25.44,,,,,,,,,,,,,
56:19.0,25.62,25.57,25.54,25.48,25.36,25.44,,,,,,,,,,,,,
56:19.5,25.62,25.57,25.54,25.5,25.35,25.44,,,,,,,,,,,,,
56:20.0,25.63,25.57,25.54,25.5,25.35,25.44,,,,,,,,,,,,,
56:20.6,25.63,25.57,25.54,25.5,25.35,25.44,,,,,,,,,,,,,
56:21.1,25.63,25.57,25.54,25.5,25.35,25.44,,,,,,,,,,,,,
56:21.7,25.63,25.57,25.54,25.51,25.35,25.44,,,,,,,,,,,,,
56:22.2,25.63,25.57,25.54,25.5,25.35,25.44,,,,,,,,,,,,,
56:22.7,25.62,25.57,25.54,25.49,25.35,25.44,,,,,,,,,,,,,
56:23.2,25.62,25.57,25.54,25.5,25.35,25.44,,,,,,,,,,,,,
56:23.7,25.63,25.57,25.54,25.5,25.36,25.44,,,,,,,,,,,,,
56:24.2,25.63,25.57,25.54,25.5,25.36,25.44,,,,,,,,,,,,,
56:24.7,25.63,25.57,25.54,25.5,25.36,25.44,,,,,,,,,,,,,
56:25.3,25.63,25.57,25.54,25.5,25.36,25.44,,,,,,,,,,,,,
56:25.7,25.63,25.57,25.54,25.5,25.36,25.45,,,,,,,,,,,,,
56:26.3,25.63,25.57,25.54,25.51,25.36,25.45,,,,,,,,,,,,,
56:26.8,25.63,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
56:27.3,25.64,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
56:27.9,25.64,25.57,25.54,25.53,25.35,25.44,,,,,,,,,,,,,
56:28.4,25.64,25.57,25.54,25.53,25.35,25.44,,,,,,,,,,,,,
56:28.9,25.63,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
56:29.4,25.63,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:29.9,25.63,25.57,25.54,25.51,25.36,25.43,,,,,,,,,,,,,
56:30.5,25.63,25.57,25.54,25.52,25.36,25.43,,,,,,,,,,,,,
56:30.9,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
56:31.5,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:32.0,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:32.5,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:33.0,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:33.6,25.62,25.57,25.54,25.52,25.35,25.44,,,,,,,,,,,,,
56:34.1,25.62,25.57,25.54,25.52,25.35,25.44,,,,,,,,,,,,,
56:34.6,25.62,25.57,25.54,25.52,25.35,25.44,,,,,,,,,,,,,
56:35.2,25.63,25.57,25.54,25.52,25.35,25.44,,,,,,,,,,,,,
56:35.7,25.63,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:36.2,25.63,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:36.7,25.63,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:37.2,25.63,25.57,25.54,25.51,25.36,25.45,,,,,,,,,,,,,
56:37.7,25.63,25.57,25.54,25.51,25.36,25.45,,,,,,,,,,,,,
56:38.2,25.62,25.57,25.54,25.5,25.37,25.45,,,,,,,,,,,,,
56:38.8,25.62,25.57,25.54,25.5,25.37,25.45,,,,,,,,,,,,,
56:39.3,25.63,25.57,25.54,25.5,25.37,25.45,,,,,,,,,,,,,
56:39.8,25.62,25.57,25.55,25.51,25.37,25.45,,,,,,,,,,,,,
56:40.3,25.62,25.57,25.55,25.51,25.37,25.45,,,,,,,,,,,,,
56:40.9,25.62,25.57,25.55,25.51,25.37,25.45,,,,,,,,,,,,,
56:41.4,25.62,25.57,25.55,25.51,25.36,25.45,,,,,,,,,,,,,
56:42.0,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:42.4,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
56:43.0,25.62,25.57,25.54,25.53,25.36,25.44,,,,,,,,,,,,,
56:43.4,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
56:44.0,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
56:44.5,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:45.0,25.62,25.57,25.54,25.5,25.36,25.43,,,,,,,,,,,,,
56:45.5,25.62,25.57,25.54,25.5,25.36,25.43,,,,,,,,,,,,,
56:46.0,25.62,25.57,25.54,25.5,25.37,25.44,,,,,,,,,,,,,
56:46.5,25.62,25.57,25.54,25.5,25.37,25.44,,,,,,,,,,,,,
56:48.0,25.62,25.57,25.54,25.49,25.37,25.44,,,,,,,,,,,,,
56:49.3,25.61,25.57,25.54,25.49,25.37,25.44,,,,,,,,,,,,,
56:49.8,25.61,25.57,25.54,25.49,25.37,25.44,,,,,,,,,,,,,
56:50.4,25.62,25.57,25.54,25.49,25.37,25.44,,,,,,,,,,,,,
56:51.0,25.62,25.57,25.54,25.49,25.37,25.44,,,,,,,,,,,,,
56:51.5,25.62,25.57,25.54,25.5,25.37,25.44,,,,,,,,,,,,,
56:52.0,25.62,25.57,25.54,25.5,25.37,25.44,,,,,,,,,,,,,
56:52.5,25.62,25.57,25.54,25.5,25.36,25.44,,,,,,,,,,,,,
56:53.1,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:53.6,25.62,25.57,25.54,25.51,25.36,25.45,,,,,,,,,,,,,
56:54.2,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:54.7,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:55.2,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
56:55.8,25.62,25.57,25.55,25.51,25.36,25.44,,,,,,,,,,,,,
56:56.3,25.62,25.57,25.55,25.51,25.36,25.44,,,,,,,,,,,,,
56:56.8,25.62,25.57,25.55,25.52,25.36,25.45,,,,,,,,,,,,,
56:57.4,25.62,25.57,25.55,25.52,25.36,25.45,,,,,,,,,,,,,
56:57.9,25.62,25.57,25.55,25.52,25.36,25.44,,,,,,,,,,,,,
56:58.4,25.62,25.57,25.55,25.52,25.36,25.44,,,,,,,,,,,,,
56:59.0,25.62,25.57,25.55,25.52,25.36,25.44,,,,,,,,,,,,,
56:59.5,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:00.0,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:00.6,25.62,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:01.1,25.61,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:01.7,25.62,25.57,25.54,25.5,25.37,25.44,,,,,,,,,,,,,
57:02.2,25.61,25.57,25.54,25.5,25.37,25.44,,,,,,,,,,,,,
57:02.8,25.61,25.57,25.54,25.5,25.37,25.44,,,,,,,,,,,,,
57:03.3,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:03.9,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:04.4,25.61,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:05.0,25.61,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:05.5,25.61,25.57,25.54,25.5,25.36,25.44,,,,,,,,,,,,,
57:06.0,25.61,25.57,25.54,25.5,25.37,25.44,,,,,,,,,,,,,
57:06.6,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:07.1,25.62,25.57,25.54,25.5,25.36,25.44,,,,,,,,,,,,,
57:07.7,25.62,25.57,25.54,25.51,25.36,25.45,,,,,,,,,,,,,
57:08.2,25.62,25.57,25.54,25.51,25.36,25.45,,,,,,,,,,,,,
57:08.8,25.62,25.57,25.54,25.5,25.36,25.44,,,,,,,,,,,,,
57:09.4,25.62,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:09.9,25.62,25.57,25.54,25.51,25.36,25.45,,,,,,,,,,,,,
57:10.4,25.62,25.57,25.54,25.52,25.36,25.45,,,,,,,,,,,,,
57:11.0,25.62,25.57,25.54,25.52,25.36,25.45,,,,,,,,,,,,,
57:11.5,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:12.1,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:12.6,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:13.2,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:13.8,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:14.3,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:14.9,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:15.4,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:16.0,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:16.6,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:17.1,25.61,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:17.7,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:18.2,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:18.7,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:19.3,25.61,25.57,25.55,25.52,25.36,25.44,,,,,,,,,,,,,
57:19.8,25.61,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:20.3,25.61,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:20.9,25.61,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:21.4,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:21.9,25.61,25.57,25.54,25.52,25.37,25.44,,,,,,,,,,,,,
57:22.5,25.61,25.57,25.54,25.52,25.37,25.44,,,,,,,,,,,,,
57:23.0,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:23.5,25.61,25.57,25.54,25.52,25.37,25.44,,,,,,,,,,,,,
57:24.0,25.61,25.57,25.54,25.52,25.37,25.44,,,,,,,,,,,,,
57:24.5,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:25.1,25.62,25.57,25.54,25.53,25.36,25.44,,,,,,,,,,,,,
57:25.6,25.62,25.57,25.54,25.53,25.36,25.44,,,,,,,,,,,,,
57:26.1,25.62,25.57,25.54,25.53,25.36,25.44,,,,,,,,,,,,,
57:26.7,25.62,25.57,25.54,25.53,25.36,25.44,,,,,,,,,,,,,
57:27.2,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:27.7,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:28.3,25.62,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:28.8,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:29.3,25.61,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:29.9,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:30.4,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:30.9,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:31.4,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:32.0,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:32.5,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:33.0,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:33.6,25.62,25.57,25.54,25.51,25.37,25.45,,,,,,,,,,,,,
57:34.1,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
57:34.6,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
57:35.2,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
57:35.7,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
57:36.2,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
57:36.8,25.61,25.57,25.54,25.51,25.37,25.45,,,,,,,,,,,,,
57:37.3,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
57:37.8,25.61,25.57,25.54,25.51,25.37,25.45,,,,,,,,,,,,,
57:38.4,25.61,25.57,25.54,25.51,25.37,25.45,,,,,,,,,,,,,
57:38.9,25.61,25.57,25.54,25.51,25.36,25.45,,,,,,,,,,,,,
57:39.4,25.61,25.57,25.54,25.51,25.36,25.45,,,,,,,,,,,,,
57:40.0,25.61,25.57,25.54,25.51,25.36,25.45,,,,,,,,,,,,,
57:40.5,25.61,25.57,25.54,25.52,25.36,25.45,,,,,,,,,,,,,
57:41.1,25.61,25.57,25.54,25.52,25.36,25.45,,,,,,,,,,,,,
57:41.6,25.62,25.57,25.54,25.53,25.36,25.45,,,,,,,,,,,,,
57:42.2,25.62,25.57,25.54,25.53,25.36,25.45,,,,,,,,,,,,,
57:42.7,25.62,25.57,25.54,25.53,25.36,25.45,,,,,,,,,,,,,
57:43.3,25.62,25.57,25.54,25.53,25.36,25.45,,,,,,,,,,,,,
57:43.8,25.62,25.57,25.54,25.53,25.36,25.45,,,,,,,,,,,,,
57:44.4,25.62,25.57,25.54,25.53,25.36,25.45,,,,,,,,,,,,,
57:44.9,25.62,25.57,25.54,25.53,25.36,25.44,,,,,,,,,,,,,
57:45.5,25.61,25.57,25.54,25.53,25.36,25.44,,,,,,,,,,,,,
57:46.0,25.61,25.57,25.54,25.53,25.36,25.44,,,,,,,,,,,,,
57:46.5,25.61,25.57,25.54,25.53,25.36,25.44,,,,,,,,,,,,,
57:47.1,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:47.6,25.61,25.57,25.54,25.52,25.37,25.44,,,,,,,,,,,,,
57:48.2,25.61,25.57,25.54,25.52,25.37,25.44,,,,,,,,,,,,,
57:48.8,25.61,25.57,25.54,25.51,25.37,25.44,,,,,,,,,,,,,
57:49.3,25.61,25.57,25.54,25.52,25.37,25.44,,,,,,,,,,,,,
57:49.9,25.61,25.57,25.54,25.52,25.37,25.44,,,,,,,,,,,,,
57:50.4,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:50.9,25.61,25.57,25.54,25.53,25.36,25.44,,,,,,,,,,,,,
57:51.4,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:52.0,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:52.5,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:53.1,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:53.6,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:54.1,25.61,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:54.7,25.61,25.57,25.54,25.52,25.36,25.44,,,,,,,,,,,,,
57:55.2,25.61,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:55.7,25.61,25.57,25.54,25.51,25.36,25.44,,,,,,,,,,,,,
57:56.3,25.61,25.57,25.54,25.52,25.36,25.45,,,,,,,,,,,,,
57:56.8,25.61,25.57,25.55,25.53,25.36,25.45,,,,,,,,,,,,,
57:57.4,25.61,25.57,25.55,25.54,25.36,25.45,,,,,,,,,,,,,
57:58.0,25.61,25.57,25.54,25.53,25.36,25.45,,,,,,,,,,,,,
57:58.5,25.61,25.57,25.54,25.53,25.36,25.45,,,,,,,,,,,,,
57:59.0,25.61,25.57,25.55,25.54,25.36,25.45,,,,,,,,,,,,,
57:59.6,25.61,25.57,25.55,25.55,25.36,25.45,,,,,,,,,,,,,
58:00.1,25.61,25.57,25.55,25.55,25.36,25.45,,,,,,,,,,,,,
58:00.6,25.61,25.57,25.55,25.54,25.37,25.45,,,,,,,,,,,,,
58:01.2,25.61,25.57,25.55,25.54,25.37,25.45,,,,,,,,,,,,,
58:01.7,25.61,25.57,25.55,25.54,25.37,25.45,,,,,,,,,,,,,
58:02.3,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:02.8,25.61,25.57,25.55,25.52,25.37,25.45,,,,,,,,,,,,,
58:03.4,25.61,25.57,25.55,25.53,25.37,25.45,,,,,,,,,,,,,
58:03.9,25.61,25.57,25.55,25.53,25.37,25.45,,,,,,,,,,,,,
58:04.4,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:04.9,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:05.5,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:06.0,25.61,25.57,25.54,25.53,25.36,25.45,,,,,,,,,,,,,
58:06.5,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:07.1,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:07.6,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:08.1,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:08.7,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:09.2,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:09.7,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:10.3,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:10.8,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:11.3,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:11.9,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:12.5,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:13.0,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:13.6,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:14.1,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:14.7,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:15.3,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:15.8,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:16.4,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:16.9,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:17.5,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:18.1,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:18.6,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:19.2,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:19.7,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:20.2,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:20.8,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:21.3,25.61,25.57,25.54,25.53,25.37,25.46,,,,,,,,,,,,,
58:21.8,25.61,25.57,25.54,25.53,25.37,25.46,,,,,,,,,,,,,
58:22.3,25.61,25.57,25.54,25.53,25.37,25.46,,,,,,,,,,,,,
58:22.9,25.61,25.57,25.54,25.53,25.37,25.46,,,,,,,,,,,,,
58:23.4,25.61,25.57,25.54,25.53,25.37,25.46,,,,,,,,,,,,,
58:23.9,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:24.4,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:25.0,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:25.5,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:26.1,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:26.6,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:27.1,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:27.7,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:28.2,25.6,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:28.7,25.6,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:29.2,25.6,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:29.8,25.6,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:30.3,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:30.9,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:31.5,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:32.1,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
58:32.6,25.61,25.57,25.54,25.54,25.36,25.45,,,,,,,,,,,,,
58:33.1,25.62,25.57,25.53,25.54,25.36,25.45,,,,,,,,,,,,,
58:33.8,25.62,25.57,25.53,25.54,25.36,25.45,,,,,,,,,,,,,
58:34.4,25.61,25.57,25.53,25.54,25.36,25.44,,,,,,,,,,,,,
58:35.0,25.61,25.57,25.53,25.54,25.36,25.44,,,,,,,,,,,,,
58:35.6,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
58:36.1,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
58:36.6,25.61,25.57,25.53,25.54,25.37,25.44,,,,,,,,,,,,,
58:37.1,25.61,25.57,25.53,25.54,25.36,25.44,,,,,,,,,,,,,
58:37.7,25.61,25.57,25.53,25.54,25.37,25.44,,,,,,,,,,,,,
58:38.2,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
58:38.8,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
58:39.3,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
58:39.8,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
58:40.4,25.61,25.57,25.53,25.53,25.37,25.44,,,,,,,,,,,,,
58:41.0,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
58:41.5,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
58:42.0,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
58:42.6,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
58:43.1,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
58:43.7,25.61,25.57,25.53,25.53,25.37,25.44,,,,,,,,,,,,,
58:44.2,25.61,25.57,25.53,25.53,25.37,25.44,,,,,,,,,,,,,
58:44.8,25.61,25.57,25.53,25.54,25.37,25.44,,,,,,,,,,,,,
58:45.4,25.61,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
58:45.9,25.61,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
58:46.4,25.61,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
58:47.0,25.61,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
58:47.5,25.61,25.57,25.53,25.53,25.37,25.44,,,,,,,,,,,,,
58:48.0,25.61,25.57,25.53,25.52,25.37,25.45,,,,,,,,,,,,,
58:48.6,25.61,25.57,25.53,25.53,25.36,25.45,,,,,,,,,,,,,
58:49.1,25.61,25.57,25.53,25.52,25.37,25.45,,,,,,,,,,,,,
58:49.7,25.61,25.57,25.53,25.52,25.37,25.45,,,,,,,,,,,,,
58:50.2,25.61,25.57,25.53,25.52,25.37,25.45,,,,,,,,,,,,,
58:50.7,25.61,25.57,25.54,25.52,25.37,25.45,,,,,,,,,,,,,
58:51.3,25.61,25.57,25.53,25.52,25.37,25.45,,,,,,,,,,,,,
58:51.8,25.61,25.57,25.53,25.53,25.36,25.45,,,,,,,,,,,,,
58:52.3,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
58:52.8,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
58:53.4,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
58:53.9,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
58:54.4,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
58:55.0,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
58:55.5,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
58:56.0,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
58:56.7,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
58:57.2,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
58:57.8,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
58:58.3,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
58:58.9,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
58:59.4,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
59:00.0,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
59:00.6,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
59:01.1,25.61,25.57,25.54,25.55,25.36,25.44,,,,,,,,,,,,,
59:01.7,25.61,25.57,25.54,25.55,25.36,25.44,,,,,,,,,,,,,
59:02.2,25.61,25.57,25.54,25.55,25.37,25.44,,,,,,,,,,,,,
59:02.8,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
59:03.3,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
59:03.8,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
59:04.4,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
